Período	Campo	Poço ANP	Petróleo Equivalente (boe/d)	Óleo (m3/d)	Gás Natural (mil m3/d)	Água (m3/d)	Dias	Potencial	ef	Potencial (m³/d)
2009-02-01	RONCADOR	7-RO-46HP-RJS	19768,52	2882,84	260,1	2,88	-5,8	2800,0	1,0	
2009-03-01	RONCADOR	7-RO-46HP-RJS	19283,17	2820,46	245,32	2,82	-5,723287671232876	2800,0	1,0	
2009-04-01	RONCADOR	7-RO-46HP-RJS	19129,89	2804,91	236,5	2,8	-5,638356164383562	2800,0	1,0	
2009-05-01	RONCADOR	7-RO-46HP-RJS	18759,25	2799,78	182,71	2,8	-5,556164383561644	2800,0	0,9999214285714286	
2009-06-01	RONCADOR	7-RO-46HP-RJS	18617,98	2741,2	218,83	2,74	-5,471232876712328	2800,0	0,979	
2009-07-01	RONCADOR	7-RO-46HP-RJS	19317,26	2842,5	228,7	2,84	-5,389041095890411	2800,0	1,0	
2009-08-01	RONCADOR	7-RO-46HP-RJS	19506,08	2882,91	218,31	2,88	-5,304109589041095	2800,0	1,0	
2009-09-01	RONCADOR	7-RO-46HP-RJS	19399,4	2896,57	187,68	2,89	-5,219178082191781	2800,0	1,0	
2009-10-01	RONCADOR	7-RO-46HP-RJS	19736,21	2880,33	257,48	2,88	-5,136986301369863	2800,0	1,0	
2009-11-01	RONCADOR	7-RO-46HP-RJS	20358,81	2890,38	346,42	2,89	-5,052054794520548	2800,0	1,0	
2009-12-01	RONCADOR	7-RO-46HP-RJS	21255,35	2941,36	437,97	35,65	-4,96986301369863	2800,0	1,0	
2010-01-01	RONCADOR	7-RO-46HP-RJS	21302,37	2884,78	502,02	112,09	-4,884931506849314	2800,0	1,0	
2010-02-01	RONCADOR	7-RO-46HP-RJS	20979,47	2819,87	515,6	117,49	-4,8	2800,0	1,0	
2010-03-01	RONCADOR	7-RO-46HP-RJS	20739,3	2795,35	501,93	114,08	-4,723287671232876	2800,0	0,9983392857142857	
2010-04-01	RONCADOR	7-RO-46HP-RJS	20482,0	2736,25	520,13	114,0	-4,638356164383562	2800,0	0,9772321428571429	
2010-05-01	RONCADOR	7-RO-46HP-RJS	20447,87	2713,62	537,33	118,4	-4,556164383561644	2800,0	0,96915	
2010-06-01	RONCADOR	7-RO-46HP-RJS	20324,07	2719,44	511,82	157,15	-4,471232876712328	2800,0	0,9712285714285714	
2010-07-01	RONCADOR	7-RO-46HP-RJS	20055,02	2664,12	524,37	176,44	-4,389041095890411	2800,0	0,9514714285714285	
2010-08-01	RONCADOR	7-RO-46HP-RJS	18864,75	2496,04	503,21	228,84	-4,304109589041095	2500,0	0,998416	
2010-09-01	RONCADOR	7-RO-46HP-RJS	18726,99	2469,65	507,7	285,2	-4,219178082191781	2500,0	0,9878600000000001	
2010-10-01	RONCADOR	7-RO-46HP-RJS	18849,5	2489,11	507,72	325,31	-4,136986301369863	2500,0	0,9956440000000001	
2010-11-01	RONCADOR	7-RO-46HP-RJS	18692,85	2480,32	491,6	339,24	-4,052054794520548	2500,0	0,9921280000000001	
2010-12-01	RONCADOR	7-RO-46HP-RJS	18991,12	2518,7	500,64	289,49	-3,96986301369863	2500,0	1,0	
2011-01-01	RONCADOR	7-RO-46HP-RJS	19041,16	2515,01	512,3	334,79	-3,884931506849315	2500,0	1,0	
2011-02-01	RONCADOR	7-RO-46HP-RJS	18603,32	2453,88	503,81	399,47	-3,8	2500,0	0,9815520000000001	
2011-03-01	RONCADOR	7-RO-46HP-RJS	18063,49	2429,64	442,22	395,52	-3,7232876712328764	2500,0	0,9718559999999999	
2011-04-01	RONCADOR	7-RO-46HP-RJS	17334,78	2363,45	392,56	384,75	-3,6383561643835614	2500,0	0,9453799999999999	
2011-05-01	RONCADOR	7-RO-46HP-RJS	17892,48	2470,84	373,84	347,87	-3,5561643835616437	2500,0	0,9883360000000001	
2011-06-01	RONCADOR	7-RO-46HP-RJS	17337,92	2423,02	333,49	364,56	-3,4712328767123286	2500,0	0,969208	
2011-07-01	RONCADOR	7-RO-46HP-RJS	16945,86	2361,4	332,78	438,99	-3,389041095890411	2500,0	0,9445600000000001	
2011-08-01	RONCADOR	7-RO-46HP-RJS	17058,03	2394,25	317,76	399,82	-3,304109589041096	2500,0	0,9577	
2011-09-01	RONCADOR	7-RO-46HP-RJS	16963,42	2381,62	315,35	433,64	-3,219178082191781	2500,0	0,9526479999999999	
2011-10-01	RONCADOR	7-RO-46HP-RJS	16839,52	2390,32	286,95	398,0	-3,1369863013698627	2500,0	0,9561280000000001	
2011-11-01	RONCADOR	7-RO-46HP-RJS	16810,15	2420,11	252,49	400,86	-3,0520547945205476	2500,0	0,968044	
2011-12-01	RONCADOR	7-RO-46HP-RJS	16246,37	2363,31	219,65	411,59	-2,96986301369863	2500,0	0,9453239999999999	
2012-01-01	RONCADOR	7-RO-46HP-RJS	15774,06	2302,03	205,84	420,84	-2,884931506849315	2500,0	0,9208120000000001	
2012-02-01	RONCADOR	7-RO-46HP-RJS	15489,82	2250,98	211,7	428,76	-2,8	2500,0	0,900392	
2012-03-01	RONCADOR	7-RO-46HP-RJS	16080,53	2328,32	228,28	417,17	-2,7205479452054795	2500,0	0,931328	
2012-04-01	RONCADOR	7-RO-46HP-RJS	16850,57	2446,5	232,53	398,26	-2,635616438356164	2500,0	0,9786	
2012-05-01	RONCADOR	7-RO-46HP-RJS	16632,5	2409,83	234,53	392,29	-2,5534246575342463	2500,0	0,963932	
2012-06-01	RONCADOR	7-RO-46HP-RJS	16390,37	2370,94	234,92	381,41	-2,4684931506849312	2500,0	0,948376	
2012-07-01	RONCADOR	7-RO-46HP-RJS	17566,53	2563,72	229,14	349,59	-2,3863013698630136	2500,0	1,0	
2012-08-01	RONCADOR	7-RO-46HP-RJS	18256,88	2629,03	273,58	389,93	-2,3013698630136985	2500,0	1,0	
2012-09-01	RONCADOR	7-RO-46HP-RJS	17231,32	2492,71	246,85	497,08	-2,2164383561643834	2500,0	0,997084	
2012-10-01	RONCADOR	7-RO-46HP-RJS	16483,39	2387,42	233,23	524,07	-2,1342465753424658	2500,0	0,954968	
2012-11-01	RONCADOR	7-RO-46HP-RJS	16682,48	2434,92	217,39	520,06	-2,0493150684931507	2500,0	0,9739680000000001	
2012-12-01	RONCADOR	7-RO-46HP-RJS	16697,8	2457,66	197,08	400,08	-1,9671232876712326	2500,0	0,9830639999999999	
2013-01-01	RONCADOR	7-RO-46HP-RJS	17090,51	2486,37	230,81	345,23	-1,8821917808219175	2500,0	0,994548	
2013-02-01	RONCADOR	7-RO-46HP-RJS	15627,99	2279,53	205,12	361,75	-1,7972602739726025	2500,0	0,9118120000000001	
2013-03-01	RONCADOR	7-RO-46HP-RJS	6654,44	959,93	98,04	156,27	-1,720547945205479	2500,0	0,383972	
2013-04-01	RONCADOR	7-RO-46HP-RJS	15717,74	2276,48	222,44	388,85	-1,6356164383561644	2500,0	0,910592	
2013-05-01	RONCADOR	7-RO-46HP-RJS	14956,15	2196,28	181,56	418,34	-1,5534246575342463	2500,0	0,8785120000000001	
2013-06-01	RONCADOR	7-RO-46HP-RJS	15695,96	2286,99	208,47	452,94	-1,4684931506849317	2500,0	0,9147959999999999	
2013-07-01	RONCADOR	7-RO-46HP-RJS	16179,98	2357,58	214,84	415,28	-1,3863013698630136	2500,0	0,943032	
2013-08-01	RONCADOR	7-RO-46HP-RJS	15786,21	2312,16	197,65	476,51	-1,301369863013698	2500,0	0,9248639999999999	
2013-09-01	RONCADOR	7-RO-46HP-RJS	16274,64	2378,57	208,89	522,12	-1,2164383561643834	2500,0	0,951428	
2013-10-01	RONCADOR	7-RO-46HP-RJS	17076,88	2494,11	220,9	547,49	-1,1342465753424653	2500,0	0,9976440000000001	
2013-11-01	RONCADOR	7-RO-46HP-RJS	17705,57	2580,69	234,27	566,49	-1,0493150684931507	2500,0	1,0	
2013-12-01	RONCADOR	7-RO-46HP-RJS	17553,13	2556,59	234,14	499,8	-0,9671232876712326	2500,0	1,0	
2014-01-01	RONCADOR	7-RO-46HP-RJS	17789,47	2581,81	246,48	471,54	-0,882191780821918	2500,0	1,0	
2014-02-01	RONCADOR	7-RO-46HP-RJS	17614,33	2560,11	240,34	561,97	-0,7972602739726025	2500,0	1,0	
2014-03-01	RONCADOR	7-RO-46HP-RJS	17448,61	2535,43	238,68	556,55	-0,720547945205479	2500,0	1,0	
2014-04-01	RONCADOR	7-RO-46HP-RJS	16837,93	2476,01	201,0	488,3	-0,6356164383561644	2500,0	0,9904040000000001	
2014-05-01	RONCADOR	7-RO-46HP-RJS	17222,81	2544,21	194,0	484,61	-0,5534246575342463	2500,0	1,0	
2014-06-01	RONCADOR	7-RO-46HP-RJS	17103,83	2532,22	187,08	501,67	-0,4684931506849317	2500,0	1,0	
2014-07-01	RONCADOR	7-RO-46HP-RJS	8766,04	1291,39	102,3	283,48	-0,38630136986301356	2500,0	0,516556	
2014-08-01	RONCADOR	7-RO-46HP-RJS	17447,65	2559,0	214,95	494,87	-0,30136986301369806	2500,0	1,0	
2014-09-01	RONCADOR	7-RO-46HP-RJS	17242,03	2544,72	196,55	484,71	-0,21643835616438345	2500,0	1,0	
2014-10-01	RONCADOR	7-RO-46HP-RJS	17800,73	2648,96	181,14	504,56	-0,1342465753424653	2500,0	1,0	
2014-11-01	RONCADOR	7-RO-46HP-RJS	16294,35	2426,92	163,68	520,14	-0,049315068493150704	2500,0	0,9707680000000001	
2014-12-01	RONCADOR	7-RO-46HP-RJS	16175,77	2403,17	168,58	576,71	0,03287671232876743	2490,9866160087176	0,9647462513670887	
2015-01-01	RONCADOR	7-RO-46HP-RJS	15588,67	2314,59	163,81	578,65	0,11780821917808204	2467,9559349687684	0,9378571015812286	
2015-02-01	RONCADOR	7-RO-46HP-RJS	15440,17	2295,23	159,57	573,81	0,20273972602739754	2445,284911148491	0,9386349989465996	
2015-03-01	RONCADOR	7-RO-46HP-RJS	14828,11	2191,42	166,07	547,85	0,27945205479452095	2425,1104325616475	0,90363719959969	
2015-04-01	RONCADOR	7-RO-46HP-RJS	14872,95	2193,59	171,02	566,19	0,36438356164383556	2403,1023354824783	0,9128158911965712	
2015-05-01	RONCADOR	7-RO-46HP-RJS	13625,91	2004,39	161,96	632,96	0,4465753424657537	2382,1254916236335	0,8414292223680573	
2015-06-01	RONCADOR	7-RO-46HP-RJS	13266,83	1966,83	142,43	621,1	0,5315068493150683	2360,774379144859	0,8331291704006221	
2015-07-01	RONCADOR	7-RO-46HP-RJS	13354,52	1967,53	155,67	621,32	0,6136986301369864	2340,419909614887	0,840673928604442	
2015-08-01	RONCADOR	7-RO-46HP-RJS	13342,04	1972,41	148,81	513,77	0,6986301369863019	2319,698430424219	0,8502872503299026	
2015-09-01	RONCADOR	7-RO-46HP-RJS	13844,33	2056,47	144,61	514,12	0,7835616438356166	2299,286916314295	0,8943946861997	
2015-10-01	RONCADOR	7-RO-46HP-RJS	13884,51	2067,93	139,53	516,98	0,8657534246575347	2279,822837077325	0,9070573232133395	
2015-11-01	RONCADOR	7-RO-46HP-RJS	13439,75	2020,24	116,51	563,13	0,9506849315068493	2260,0024233347176	0,8939105459095308	
2015-12-01	RONCADOR	7-RO-46HP-RJS	14156,68	2111,6	139,13	547,16	1,0328767123287674	2241,098666586283	0,9422164367338901	
2016-01-01	RONCADOR	7-RO-46HP-RJS	14411,57	2141,48	149,77	535,37	1,117808219178082	2221,84547203956	0,9638294053070272	
2016-02-01	RONCADOR	7-RO-46HP-RJS	14283,33	2123,38	147,49	530,84	1,2027397260273975	2202,8717821861483	0,9639144761719813	
2016-03-01	RONCADOR	7-RO-46HP-RJS	14276,09	2119,18	150,53	565,37	1,2821917808219183	2185,370192434244	0,9697121372555575	
2016-04-01	RONCADOR	7-RO-46HP-RJS	14279,55	2095,86	174,41	661,85	1,367123287671233	2166,9214348031455	0,967206270766526	
2016-05-01	RONCADOR	7-RO-46HP-RJS	14606,1	2151,37	170,82	659,8	1,449315068493151	2149,318461601988	1,0	
2016-06-01	RONCADOR	7-RO-46HP-RJS	15124,63	2259,56	145,06	612,89	1,5342465753424657	2131,382609442429	1,0	
2016-07-01	RONCADOR	7-RO-46HP-RJS	15059,16	2248,65	145,56	646,58	1,6164383561643838	2114,2662420876864	1,0	
2016-08-01	RONCADOR	7-RO-46HP-RJS	13985,47	2084,84	138,67	658,37	1,7013698630136984	2096,823392287468	0,9942849777756463	
2016-09-01	RONCADOR	7-RO-46HP-RJS	13802,19	2056,37	138,01	649,38	1,786301369863014	2079,623775633976	0,9888182776584735	
2016-10-01	RONCADOR	7-RO-46HP-RJS	13559,01	2009,73	145,99	694,16	1,868493150684932	2063,206090345713	0,9740810718832491	
2016-11-01	RONCADOR	7-RO-46HP-RJS	11748,81	1740,63	127,28	669,37	1,9534246575342467	2046,4713048285394	0,8505518723341378	
2016-12-01	RONCADOR	7-RO-46HP-RJS	7721,75	1145,05	82,61	490,74	2,035616438356165	2030,494863177361	0,5639265682298756	
2017-01-01	RONCADOR	7-RO-46HP-RJS	12438,3	1844,49	133,04	790,49	2,1205479452054794	2014,2073690781092	0,915739872823627	
2017-02-01	RONCADOR	7-RO-46HP-RJS	11859,55	1757,59	127,93	839,71	2,205479452054795	1998,1407381680856	0,8796127151740949	
2017-03-01	RONCADOR	7-RO-46HP-RJS	12041,1	1788,72	125,66	919,84	2,2821917808219174	1983,815279591017	0,9016565294167722	
2017-04-01	RONCADOR	7-RO-46HP-RJS	12755,08	1876,08	151,82	949,34	2,367123287671233	1968,157470242502	0,9532164109657562	
2017-05-01	RONCADOR	7-RO-46HP-RJS	12636,8	1875,82	133,28	949,21	2,44931506849315	1953,2037281682856	0,9603811281678967	
2017-06-01	RONCADOR	7-RO-46HP-RJS	13717,91	2036,76	144,22	946,8	2,5342465753424657	1937,953325720509	1,0	
2017-07-01	RONCADOR	7-RO-46HP-RJS	13724,68	2030,52	151,53	899,53	2,616438356164383	1923,386597795988	1,0	
2017-08-01	RONCADOR	7-RO-46HP-RJS	13594,69	2013,69	147,7	892,07	2,7013698630136984	1908,5287956573973	1,0	
2017-09-01	RONCADOR	7-RO-46HP-RJS	12531,42	1856,47	135,87	965,92	2,786301369863014	1893,8650592997183	0,9802546337099933	
2017-10-01	RONCADOR	7-RO-46HP-RJS	12076,15	1794,61	125,34	1009,47	2,868493150684931	1879,8557699529213	0,954653026410076	
2017-11-01	RONCADOR	7-RO-46HP-RJS	11400,96	1708,31	104,29	960,93	2,9534246575342467	1865,5635910128642	0,915707193380909	
2017-12-01	RONCADOR	7-RO-46HP-RJS	11887,76	1787,85	102,16	1005,67	3,035616438356164	1851,9074340452278	0,9654100238124195	
2018-01-01	RONCADOR	7-RO-46HP-RJS	11629,4	1749,35	99,58	984,0	3,1205479452054794	1837,9736585392911	0,95178186687957	
2018-02-01	RONCADOR	7-RO-46HP-RJS	11529,95	1747,96	85,15	1014,32	3,205479452054795	1824,217173545728	0,9581973162781342	
2018-03-01	RONCADOR	7-RO-46HP-RJS	10390,75	1560,49	91,5	1308,07	3,2821917808219174	1811,9417096142054	0,8612252765748497	
2018-04-01	RONCADOR	7-RO-46HP-RJS	9405,73	1419,38	76,01	1189,78	3,367123287671233	1798,5139564741435	0,7891959886608786	
2018-05-01	RONCADOR	7-RO-46HP-RJS	9841,46	1495,4	69,27	1213,17	3,44931506849315	1785,6796237305437	0,8374402553106882	
2018-06-01	RONCADOR	7-RO-46HP-RJS	10610,66	1592,27	94,69	1272,33	3,5342465753424657	1772,5802048123787	0,8982781121424833	
2018-07-01	RONCADOR	7-RO-46HP-RJS	10283,83	1554,25	80,75	1251,26	3,616438356164383	1760,0581239891753	0,8830674276127252	
2018-08-01	RONCADOR	7-RO-46HP-RJS	9941,34	1499,22	81,32	1277,19	3,7013698630136984	1747,2758181713382	0,8580328213830899	
2018-09-01	RONCADOR	7-RO-46HP-RJS	9999,78	1501,8	88,03	1472,06	3,786301369863014	1734,6505261051702	0,8657651656048598	
2018-10-01	RONCADOR	7-RO-46HP-RJS	10105,65	1511,19	95,48	1360,36	3,868493150684931	1722,5794473125552	0,8772831943151593	
2018-11-01	RONCADOR	7-RO-46HP-RJS	9017,4	1356,13	77,52	1082,95	3,9534246575342467	1710,2552639370174	0,7929401116872935	
2018-12-01	RONCADOR	7-RO-46HP-RJS	9854,49	1476,12	90,62	1178,77	4,035616438356164	1698,47066926287	0,8690877191542146	
2019-01-01	RONCADOR	7-RO-46HP-RJS	9710,78	1455,34	88,55	1141,7	4,120547945205479	1686,4375549110334	0,8629670252313464	
2019-02-01	RONCADOR	7-RO-46HP-RJS	9544,11	1431,42	85,98	1115,59	4,205479452054795	1674,5486514693991	0,8548094429767351	
2019-03-01	RONCADOR	7-RO-46HP-RJS	8620,06	1303,26	67,22	1010,7	4,282191780821917	1663,932218792594	0,7832410390765135	
2019-04-01	RONCADOR	7-RO-46HP-RJS	8842,57	1338,3	67,56	1013,72	4,367123287671233	1652,3111171585774	0,8099564217067233	
2019-05-01	RONCADOR	7-RO-46HP-RJS	8985,65	1360,38	68,22	1030,45	4,44931506849315	1641,1956468250341	0,8288956911576726	
2019-06-01	RONCADOR	7-RO-46HP-RJS	9116,27	1374,53	74,84	952,71	4,534246575342466	1629,8425573227576	0,8433513984675036	
2019-07-01	RONCADOR	7-RO-46HP-RJS	9930,12	1503,07	75,7	981,34	4,616438356164383	1618,9822264614759	0,9284042625255874	
2019-08-01	RONCADOR	7-RO-46HP-RJS	7965,36	1212,59	53,8	791,7	4,701369863013698	1607,8885050775507	0,7541505497245377	
2019-09-01	RONCADOR	7-RO-46HP-RJS	10460,16	1586,76	76,27	1035,98	4,786301369863014	1596,9233960929969	0,9936356395567486	
2019-10-01	RONCADOR	7-RO-46HP-RJS	10027,03	1516,68	77,49	990,23	4,868493150684931	1586,4324828392823	0,9560318616809684	
2019-11-01	RONCADOR	7-RO-46HP-RJS	9394,09	1442,8	50,74	942,0	4,953424657534247	1575,7143740846122	0,9156481807422574	
2019-12-01	RONCADOR	7-RO-46HP-RJS	4944,0	745,53	40,5	486,75	5,035616438356164	1565,4586883394675	0,4762374156234092	
2020-01-01	RONCADOR	7-RO-46HP-RJS	9248,94	1392,58	77,88	1018,5	5,120547945205479	1554,979797105362	0,8955614745556992	
2020-02-01	RONCADOR	7-RO-46HP-RJS	8403,54	1266,15	69,91	1035,94	5,205479452054795	1544,6195940401806	0,8197163915862273	
2020-03-01	RONCADOR	7-RO-46HP-RJS	8231,2	1223,29	85,37	1001,74	5,284931506849316	1535,0335664624174	0,7969141696485176	
2020-04-01	RONCADOR	7-RO-46HP-RJS	8760,43	1309,81	82,99	1084,73	5,369863013698631	1524,8977503277938	0,8589493949469345	
2020-05-01	RONCADOR	7-RO-46HP-RJS	8597,04	1284,31	82,51	1063,61	5,452054794520548	1515,1967451846604	0,8476192970197268	
2020-06-01	RONCADOR	7-RO-46HP-RJS	9381,77	1402,94	88,64	1095,93	5,536986301369864	1505,2820860017807	0,9320113572376231	
2020-07-01	RONCADOR	7-RO-46HP-RJS	9501,73	1425,48	85,17	1097,5	5,619178082191781	1495,7918038476498	0,9529935893038152	
2020-08-01	RONCADOR	7-RO-46HP-RJS	9374,86	1404,16	86,33	1290,75	5,704109589041097	1486,091549857066	0,9448677641260081	
2020-09-01	RONCADOR	7-RO-46HP-RJS	8921,76	1339,86	78,59	1246,74	5,78904109589041	1476,49775345882	0,9074582042954453	
2020-10-01	RONCADOR	7-RO-46HP-RJS	8883,13	1341,83	70,48	1233,56	5,871232876712329	1467,3132493275791	0,9144809403274426	
2020-11-01	RONCADOR	7-RO-46HP-RJS	8845,86	1325,06	81,32	1170,35	5,956164383561643	1457,924170233885	0,9088675714783091	
2020-12-01	RONCADOR	7-RO-46HP-RJS	9247,0	1358,82	111,33	1200,17	6,038356164383562	1448,934792438871	0,9378061780908798	
2021-01-01	RONCADOR	7-RO-46HP-RJS	7088,57	1049,6	77,39	927,05	6,123287671232878	1439,7443173106928	0,7290183315052454	
2021-02-01	RONCADOR	7-RO-46HP-RJS	8334,12	1240,76	84,27	1095,89	6,208219178082191	1430,652504585219	0,8672686036779605	
2021-03-01	RONCADOR	7-RO-46HP-RJS	6257,55	940,11	54,77	830,34	6,284931506849316	1422,5241082531304	0,6608745641256384	
2021-04-01	RONCADOR	7-RO-46HP-RJS	8620,29	1293,0	77,51	1142,03	6,369863013698631	1413,6159834549326	0,914675566160378	
2021-05-01	RONCADOR	7-RO-46HP-RJS	7799,55	1174,3	65,73	1078,47	6,452054794520548	1405,0851319961287	0,8357500718349609	
2021-06-01	RONCADOR	7-RO-46HP-RJS	9938,18	1498,97	81,07	1591,69	6,536986301369864	1396,3614608686473	1,0	
2021-07-01	RONCADOR	7-RO-46HP-RJS	9902,61	1498,46	75,93	1509,13	6,619178082191781	1388,006501295333	1,0	
2021-08-01	RONCADOR	7-RO-46HP-RJS	9561,09	1450,22	69,87	1595,33	6,704109589041097	1379,4619374506556	1,0	
2021-09-01	RONCADOR	7-RO-46HP-RJS	8627,03	1311,05	60,54	1215,72	6,78904109589041	1371,0064103958691	0,9562683223497422	
2021-10-01	RONCADOR	7-RO-46HP-RJS	8818,96	1339,55	62,55	1478,26	6,871232876712329	1362,9071885330902	0,9828622310237942	
2021-11-01	RONCADOR	7-RO-46HP-RJS	4252,58	650,84	25,26	668,42	6,956164383561643	1354,6230778849247	0,48045837297870764	
2021-12-01	RONCADOR	7-RO-46HP-RJS	3503,58	529,63	27,4	580,44	7,038356164383562	1346,6873666617125	0,3932835586873393	
2022-01-01	RONCADOR	7-RO-46HP-RJS	8292,42	1245,51	72,88	1509,46	7,123287671232878	1338,5698070795981	0,9304781815730404	
2022-02-01	RONCADOR	7-RO-46HP-RJS	6835,08	1031,76	54,93	1092,08	7,208219178082191	1330,5350806516767	0,7754474233739549	
2022-03-01	RONCADOR	7-RO-46HP-RJS	9061,27	1364,12	76,51	1223,51	7,284931506849316	1323,3481163967294	1,0	
2022-04-01	RONCADOR	7-RO-46HP-RJS	10089,33	1526,28	77,8	1258,75	7,369863013698631	1315,4677754577622	1,0	
2022-05-01	RONCADOR	7-RO-46HP-RJS	6822,08	1028,96	55,67	988,66	7,452054794520548	1307,9172913798343	0,7867164130190998	
2022-06-01	RONCADOR	7-RO-46HP-RJS	7844,3	1162,83	84,32	1148,49	7,536986301369864	1300,192202317803	0,8943523872294167	
2022-07-01	RONCADOR	7-RO-46HP-RJS	8058,42	1211,18	70,01	1286,69	7,619178082191781	1292,7898705967234	0,9368730584506715	
2022-08-01	RONCADOR	7-RO-46HP-RJS	5014,11	756,46	40,71	664,7	7,704109589041097	1285,2157501026836	0,5885860019530277	
2022-09-01	RONCADOR	7-RO-46HP-RJS	6262,63	946,27	49,41	908,97	7,78904109589041	1277,7167586229566	0,74059449687412	
2022-10-01	RONCADOR	7-RO-46HP-RJS	6375,24	960,26	53,32	1150,21	7,871232876712329	1270,5302158689947	0,7557946973683096	
2022-11-01	RONCADOR	7-RO-46HP-RJS	642,57	97,01	5,15	119,21	7,956164383561643	1263,1760171894537	0,07679848151000024	
2022-12-01	RONCADOR	7-RO-46HP-RJS	4880,22	730,61	45,28	934,24	8,038356164383561	1256,1276849318901	0,5816367306955863	
2023-01-01	RONCADOR	7-RO-46HP-RJS	6893,34	1052,28	43,68	1261,9	8,123287671232877	1248,9143633331184	0,8425557675481142	
2023-02-01	RONCADOR	7-RO-46HP-RJS	897,07	138,62	4,01	179,16	8,208219178082192	1241,771178093546	0,11163087245495512	
2023-03-01	RONCADOR	7-RO-46HP-RJS	0,0	0,0	0,0	0,0	8,284931506849315	1235,378754584216	0,0	
2023-04-01	RONCADOR	7-RO-46HP-RJS	3446,41	512,63	35,31	610,82	8,36986301369863	1228,3664194842559	0,41732661514406566	
2023-05-01	RONCADOR	7-RO-46HP-RJS	7021,1	1084,32	31,95	1139,0	8,45205479452055	1221,644470673005	0,887590478269547	
2023-06-01	RONCADOR	7-RO-46HP-RJS	8440,01	1279,62	62,24	1426,15	8,536986301369865	1214,7638913739502	1,0	
2023-07-01	RONCADOR	7-RO-46HP-RJS	8965,28	1355,36	70,01	1687,53	8,61917808219178	1208,1677555379922	1,0	
2023-08-01	RONCADOR	7-RO-46HP-RJS	7945,12	1191,41	71,77	1505,19	8,704109589041096	1201,415463956109	0,9916719367643544	
2023-09-01	RONCADOR	7-RO-46HP-RJS	8387,89	1251,29	82,28	1343,15	8,789041095890411	1194,7270763804381	1,0	
2023-10-01	RONCADOR	7-RO-46HP-RJS	8248,01	1230,95	80,38	1276,6	8,87123287671233	1188,3144871686284	1,0	
2005-10-01	RONCADOR	7-RO-50HPA-RJS	4429,64	663,22	41,04	0,0	-5,6	1750,0	0,3789828571428572	
2005-11-01	RONCADOR	7-RO-50HPA-RJS	15120,35	2260,14	143,8	0,92	-5,515068493150684	1750,0	1,0	
2005-12-01	RONCADOR	7-RO-50HPA-RJS	15468,29	2313,42	145,84	2,31	-5,432876712328767	1750,0	1,0	
2006-01-01	RONCADOR	7-RO-50HPA-RJS	14723,25	2212,46	128,35	0,88	-5,347945205479451	1750,0	1,0	
2006-02-01	RONCADOR	7-RO-50HPA-RJS	13282,27	1999,11	112,6	0,0	-5,263013698630137	1750,0	1,0	
2006-03-01	RONCADOR	7-RO-50HPA-RJS	12327,91	1854,49	105,49	0,0	-5,186301369863013	1750,0	1,0	
2006-04-01	RONCADOR	7-RO-50HPA-RJS	11473,77	1725,48	98,7	0,0	-5,101369863013698	1750,0	0,9859885714285714	
2006-05-01	RONCADOR	7-RO-50HPA-RJS	11165,1	1679,52	95,59	0,0	-5,019178082191781	1750,0	0,9597257142857143	
2006-06-01	RONCADOR	7-RO-50HPA-RJS	7806,5	1177,18	63,95	0,0	-4,934246575342465	1750,0	0,6726742857142858	
2006-07-01	RONCADOR	7-RO-50HPA-RJS	11260,45	1698,58	91,69	0,0	-4,852054794520548	1750,0	0,9706171428571428	
2006-08-01	RONCADOR	7-RO-50HPA-RJS	11810,51	1777,75	99,97	0,0	-4,767123287671232	1750,0	1,0	
2006-09-01	RONCADOR	7-RO-50HPA-RJS	11210,62	1686,34	96,01	0,0	-4,682191780821918	1750,0	0,9636228571428571	
2006-10-01	RONCADOR	7-RO-50HPA-RJS	10793,63	1623,93	92,12	0,0	-4,6	1750,0	0,92796	
2006-11-01	RONCADOR	7-RO-50HPA-RJS	11806,44	1777,35	99,72	0,0	-4,515068493150684	1750,0	1,0	
2006-12-01	RONCADOR	7-RO-50HPA-RJS	11175,98	1681,18	95,66	0,0	-4,432876712328767	1750,0	0,9606742857142857	
2007-01-01	RONCADOR	7-RO-50HPA-RJS	11419,53	1723,39	92,17	0,0	-4,347945205479451	1750,0	0,9847942857142857	
2007-02-01	RONCADOR	7-RO-50HPA-RJS	11424,53	1721,89	94,46	0,0	-4,263013698630137	1750,0	0,983937142857143	
2007-03-01	RONCADOR	7-RO-50HPA-RJS	11013,44	1659,73	91,27	0,0	-4,186301369863013	1750,0	0,9484171428571428	
2007-04-01	RONCADOR	7-RO-50HPA-RJS	11454,48	1723,71	97,41	0,0	-4,101369863013698	1750,0	0,9849771428571429	
2007-05-01	RONCADOR	7-RO-50HPA-RJS	11490,46	1721,07	105,77	0,0	-4,019178082191781	1750,0	0,9834685714285714	
2007-06-01	RONCADOR	7-RO-50HPA-RJS	11550,2	1734,09	102,24	0,0	-3,934246575342465	1750,0	0,9909085714285714	
2007-07-01	RONCADOR	7-RO-50HPA-RJS	11548,36	1736,33	99,71	0,0	-3,852054794520548	1750,0	0,9921885714285714	
2007-08-01	RONCADOR	7-RO-50HPA-RJS	11627,43	1747,33	101,29	0,0	-3,7671232876712324	1750,0	0,9984742857142856	
